9!global_monthly_2018_03_mosaic_L15-0924E-1108N_3699_3757_13.tif,Dakar,Région de Dakar,15
13!global_monthly_2018_01_mosaic_L15-1538E-1163N_6154_3539_13.tif,ঢাকা,ঢাকা বিভাগ,28
7!global_monthly_2019_08_mosaic_L15-1203E-1203N_4815_3378_13.tif,مدينة القاهرة الجديدة,القاهرة,27
10!global_monthly_2019_01_mosaic_L15-0571E-1075N_2287_3888_13.tif,Panamá,Panamá,10
1!global_monthly_2020_01_mosaic_L15-0632E-0892N_2528_4620_13.tif,Calama,Región de Antofagasta,3
8!global_monthly_2018_11_mosaic_L15-1481E-1119N_5927_3715_13.tif,nan,Andhra Pradesh,5
10!global_monthly_2018_09_mosaic_L15-1296E-1198N_5184_3399_13.tif,nan,الفروانية,24
6!global_monthly_2019_08_mosaic_L15-1172E-1306N_4688_2967_13.tif,nan,nan,13
7!global_monthly_2019_03_mosaic_L15-1335E-1166N_5342_3524_13.tif,مدينة الرياض,أبو ظبي,21
4!global_monthly_2018_11_mosaic_L15-1748E-1247N_6993_3202_13.tif,세종,nan,30
15!global_monthly_2018_03_mosaic_L15-1015E-1062N_4061_3941_13.tif,nan,Ashanti Region,4
13!global_monthly_2019_12_mosaic_L15-0544E-1228N_2176_3279_13.tif,Atlanta,Georgia,18
11!global_monthly_2018_03_mosaic_L15-0544E-1228N_2176_3279_13.tif,Atlanta,Georgia,18
9!global_monthly_2018_05_mosaic_L15-0760E-0887N_3041_4643_13.tif,nan,São Paulo,2
13!global_monthly_2019_11_mosaic_L15-0358E-1220N_1433_3310_13.tif,San Diego,California,18
4!global_monthly_2018_03_mosaic_L15-0544E-1228N_2176_3279_13.tif,Atlanta,Georgia,18
11!global_monthly_2019_05_mosaic_L15-0924E-1108N_3699_3757_13.tif,Dakar,Région de Dakar,15
10!global_monthly_2019_11_mosaic_L15-1438E-1134N_5753_3655_13.tif,Mumbai,Maharashtra,5
15!global_monthly_2019_05_mosaic_L15-0760E-0887N_3041_4643_13.tif,nan,São Paulo,2
3!global_monthly_2018_06_mosaic_L15-1709E-1112N_6838_3742_13.tif,nan,Tarlac,12
10!global_monthly_2019_12_mosaic_L15-0632E-0892N_2528_4620_13.tif,Calama,Región de Antofagasta,3
10!global_monthly_2020_01_mosaic_L15-1014E-1375N_4056_2688_13.tif,nan,England,17
5!global_monthly_2018_05_mosaic_L15-1276E-1107N_5105_3761_13.tif,ذمار,محافظة ذمار,25
7!global_monthly_2018_08_mosaic_L15-1210E-1025N_4840_4088_13.tif,nan,Mukono,16
0!global_monthly_2018_07_mosaic_L15-1615E-1206N_6460_3366_13.tif,成都市,四川省,29
3!global_monthly_2018_02_mosaic_L15-1204E-1202N_4816_3380_13.tif,القاهرة,القاهرة,27
9!global_monthly_2018_04_mosaic_L15-1204E-1204N_4819_3372_13.tif,القاهرة,القاهرة,27
14!global_monthly_2019_02_mosaic_L15-1138E-1216N_4553_3325_13.tif,بنغازي,nan,26
11!global_monthly_2019_01_mosaic_L15-1200E-0847N_4802_4803_13.tif,nan,KwaZulu-Natal,14
4!global_monthly_2018_06_mosaic_L15-0924E-1108N_3699_3757_13.tif,Dakar,Région de Dakar,15
4!global_monthly_2018_11_mosaic_L15-1439E-1134N_5759_3655_13.tif,Panvel,Maharashtra,5
4!global_monthly_2018_12_mosaic_L15-1615E-1206N_6460_3366_13.tif,成都市,四川省,29
1!global_monthly_2017_08_mosaic_L15-1203E-1203N_4815_3378_13.tif,مدينة القاهرة الجديدة,القاهرة,27
15!global_monthly_2018_12_mosaic_L15-1276E-1107N_5105_3761_13.tif,ذمار,محافظة ذمار,25
5!global_monthly_2018_07_mosaic_L15-0361E-1300N_1446_2989_13.tif,Meridian,Idaho,18
5!global_monthly_2019_04_mosaic_L15-1389E-1284N_5557_3054_13.tif,nan,Navoiy Viloyati,9
8!global_monthly_2019_03_mosaic_L15-1716E-1211N_6864_3345_13.tif,浦东新区,nan,29
8!global_monthly_2018_02_mosaic_L15-1617E-1207N_6468_3360_13.tif,成都市,四川省,29
6!global_monthly_2018_07_mosaic_L15-0566E-1185N_2265_3451_13.tif,Port Saint Lucie,Florida,18
5!global_monthly_2019_08_mosaic_L15-1748E-1247N_6993_3202_13.tif,세종,nan,30
9!global_monthly_2019_04_mosaic_L15-0368E-1245N_1474_3210_13.tif,Las Vegas,Nevada,18
12!global_monthly_2019_02_mosaic_L15-1172E-1306N_4688_2967_13.tif,nan,nan,13
15!global_monthly_2019_03_mosaic_L15-1748E-1247N_6993_3202_13.tif,세종,nan,30
8!global_monthly_2018_03_mosaic_L15-1716E-1211N_6864_3345_13.tif,浦东新区,nan,29
12!global_monthly_2019_06_mosaic_L15-0977E-1187N_3911_3441_13.tif,Tindouf ⵜⵉⵏⴷⵓⴼ تندوف,Tindouf ⵜⵉⵏⴷⵓⴼ تندوف,0
11!global_monthly_2018_07_mosaic_L15-0457E-1135N_1831_3648_13.tif,nan,Estado de México,7
7!global_monthly_2019_09_mosaic_L15-1204E-1204N_4819_3372_13.tif,القاهرة,القاهرة,27
3!global_monthly_2019_01_mosaic_L15-1200E-0847N_4802_4803_13.tif,nan,KwaZulu-Natal,14
6!global_monthly_2018_03_mosaic_L15-1438E-1134N_5753_3655_13.tif,Mumbai,Maharashtra,5
1!global_monthly_2019_12_mosaic_L15-1389E-1284N_5557_3054_13.tif,nan,Navoiy Viloyati,9
14!global_monthly_2019_08_mosaic_L15-1138E-1216N_4553_3325_13.tif,بنغازي,nan,26
15!global_monthly_2019_12_mosaic_L15-0368E-1245N_1474_3210_13.tif,Las Vegas,Nevada,18
9!global_monthly_2018_08_mosaic_L15-0977E-1187N_3911_3441_13.tif,Tindouf ⵜⵉⵏⴷⵓⴼ تندوف,Tindouf ⵜⵉⵏⴷⵓⴼ تندوف,0
14!global_monthly_2018_04_mosaic_L15-1200E-0847N_4802_4803_13.tif,nan,KwaZulu-Natal,14
0!global_monthly_2018_08_mosaic_L15-0683E-1006N_2732_4164_13.tif,Manaus,Amazonas,2
5!global_monthly_2018_07_mosaic_L15-1389E-1284N_5557_3054_13.tif,nan,Navoiy Viloyati,9
12!global_monthly_2019_08_mosaic_L15-1716E-1211N_6864_3345_13.tif,浦东新区,nan,29
12!global_monthly_2019_08_mosaic_L15-0368E-1245N_1474_3210_13.tif,Las Vegas,Nevada,18
4!global_monthly_2018_12_mosaic_L15-1203E-1203N_4815_3378_13.tif,مدينة القاهرة الجديدة,القاهرة,27
8!global_monthly_2018_03_mosaic_L15-0387E-1276N_1549_3087_13.tif,Lehi,Utah,18
3!global_monthly_2019_12_mosaic_L15-1015E-1062N_4061_3941_13.tif,nan,Ashanti Region,4
10!global_monthly_2019_09_mosaic_L15-1690E-1211N_6763_3346_13.tif,合肥市,安徽省,29
5!global_monthly_2018_07_mosaic_L15-0544E-1228N_2176_3279_13.tif,Atlanta,Georgia,18
0!global_monthly_2018_11_mosaic_L15-1672E-1207N_6691_3363_13.tif,武汉市,湖北省,29
13!global_monthly_2019_11_mosaic_L15-0614E-0946N_2459_4406_13.tif,San Sebastián,Cusco,11
3!global_monthly_2019_08_mosaic_L15-0387E-1276N_1549_3087_13.tif,Lehi,Utah,18
13!global_monthly_2018_12_mosaic_L15-1617E-1207N_6468_3360_13.tif,成都市,四川省,29
6!global_monthly_2019_03_mosaic_L15-1185E-0935N_4742_4450_13.tif,nan,Lusaka Province,19
10!global_monthly_2019_05_mosaic_L15-0586E-1127N_2345_3680_13.tif,Portmore,nan,6
13!global_monthly_2019_03_mosaic_L15-0361E-1300N_1446_2989_13.tif,Meridian,Idaho,18
4!global_monthly_2019_10_mosaic_L15-1481E-1119N_5927_3715_13.tif,nan,Andhra Pradesh,5
7!global_monthly_2019_12_mosaic_L15-1204E-1204N_4819_3372_13.tif,القاهرة,القاهرة,27
15!global_monthly_2018_11_mosaic_L15-0924E-1108N_3699_3757_13.tif,Dakar,Région de Dakar,15
6!global_monthly_2019_05_mosaic_L15-1479E-1101N_5916_3785_13.tif,nan,Andhra Pradesh,5
15!global_monthly_2018_01_mosaic_L15-0331E-1257N_1327_3160_13.tif,nan,California,18
8!global_monthly_2019_05_mosaic_L15-1138E-1216N_4553_3325_13.tif,بنغازي,nan,26
5!global_monthly_2018_11_mosaic_L15-1690E-1211N_6763_3346_13.tif,合肥市,安徽省,29
6!global_monthly_2018_01_mosaic_L15-0457E-1135N_1831_3648_13.tif,nan,Estado de México,7
15!global_monthly_2019_10_mosaic_L15-0595E-1278N_2383_3079_13.tif,Forks Township,Pennsylvania,18
15!global_monthly_2019_04_mosaic_L15-1049E-1370N_4196_2710_13.tif,nan,Zuid-Holland,8
7!global_monthly_2018_08_mosaic_L15-0361E-1300N_1446_2989_13.tif,Meridian,Idaho,18
15!global_monthly_2018_02_mosaic_L15-0487E-1246N_1950_3207_13.tif,Bentonville,Arkansas,18
14!global_monthly_2018_04_mosaic_L15-0387E-1276N_1549_3087_13.tif,Lehi,Utah,18
9!global_monthly_2019_09_mosaic_L15-1204E-1202N_4816_3380_13.tif,القاهرة,القاهرة,27
13!global_monthly_2018_04_mosaic_L15-1298E-1322N_5193_2903_13.tif,nan,Астраханская область,20
13!global_monthly_2017_11_mosaic_L15-1615E-1206N_6460_3366_13.tif,成都市,四川省,29
15!global_monthly_2018_08_mosaic_L15-1203E-1203N_4815_3378_13.tif,مدينة القاهرة الجديدة,القاهرة,27
5!global_monthly_2020_01_mosaic_L15-1185E-0935N_4742_4450_13.tif,nan,Lusaka Province,19
5!global_monthly_2019_11_mosaic_L15-1703E-1219N_6813_3313_13.tif,邗江区,江苏省,29
13!global_monthly_2018_08_mosaic_L15-1615E-1205N_6460_3370_13.tif,nan,四川省,29
15!global_monthly_2019_02_mosaic_L15-1298E-1322N_5193_2903_13.tif,nan,Астраханская область,20
4!global_monthly_2018_07_mosaic_L15-1848E-0793N_7394_5018_13.tif,Melbourne,Victoria,1
4!global_monthly_2019_04_mosaic_L15-1479E-1101N_5916_3785_13.tif,nan,Andhra Pradesh,5
7!global_monthly_2019_07_mosaic_L15-1703E-1219N_6813_3313_13.tif,邗江区,江苏省,29
14!global_monthly_2019_08_mosaic_L15-1669E-1160N_6679_3549_13.tif,nan,广东省,29
15!global_monthly_2018_06_mosaic_L15-0632E-0892N_2528_4620_13.tif,Calama,Región de Antofagasta,3
7!global_monthly_2018_06_mosaic_L15-1481E-1119N_5927_3715_13.tif,nan,Andhra Pradesh,5
0!global_monthly_2018_05_mosaic_L15-1172E-1306N_4688_2967_13.tif,nan,nan,13
12!global_monthly_2018_07_mosaic_L15-0487E-1246N_1950_3207_13.tif,Bentonville,Arkansas,18
3!global_monthly_2019_08_mosaic_L15-1276E-1107N_5105_3761_13.tif,ذمار,محافظة ذمار,25
8!global_monthly_2019_12_mosaic_L15-1015E-1062N_4061_3941_13.tif,nan,Ashanti Region,4
14!global_monthly_2018_09_mosaic_L15-0595E-1278N_2383_3079_13.tif,Forks Township,Pennsylvania,18
0!global_monthly_2020_01_mosaic_L15-0368E-1245N_1474_3210_13.tif,Las Vegas,Nevada,18
14!global_monthly_2018_05_mosaic_L15-1672E-1207N_6691_3363_13.tif,武汉市,湖北省,29
11!global_monthly_2020_01_mosaic_L15-0361E-1300N_1446_2989_13.tif,Meridian,Idaho,18
5!global_monthly_2019_02_mosaic_L15-1538E-1163N_6154_3539_13.tif,ঢাকা,ঢাকা বিভাগ,28
1!global_monthly_2019_07_mosaic_L15-1289E-1169N_5156_3514_13.tif,محافظة الرياض,منطقة الرياض,22
1!global_monthly_2018_03_mosaic_L15-0457E-1135N_1831_3648_13.tif,nan,Estado de México,7
14!global_monthly_2020_01_mosaic_L15-1335E-1166N_5342_3524_13.tif,مدينة الرياض,أبو ظبي,21
0!global_monthly_2019_05_mosaic_L15-1669E-1160N_6678_3548_13.tif,nan,广东省,29
0!global_monthly_2018_12_mosaic_L15-0586E-1127N_2345_3680_13.tif,Portmore,nan,6
1!global_monthly_2019_10_mosaic_L15-0487E-1246N_1950_3207_13.tif,Bentonville,Arkansas,18
14!global_monthly_2018_02_mosaic_L15-0566E-1185N_2265_3451_13.tif,Port Saint Lucie,Florida,18
4!global_monthly_2019_05_mosaic_L15-1703E-1219N_6813_3313_13.tif,邗江区,江苏省,29
3!global_monthly_2019_03_mosaic_L15-0683E-1006N_2732_4164_13.tif,Manaus,Amazonas,2
11!global_monthly_2018_11_mosaic_L15-0487E-1246N_1950_3207_13.tif,Bentonville,Arkansas,18
5!global_monthly_2019_10_mosaic_L15-0434E-1218N_1736_3318_13.tif,nan,New Mexico,18
9!global_monthly_2018_01_mosaic_L15-1479E-1101N_5916_3785_13.tif,nan,Andhra Pradesh,5
6!global_monthly_2019_02_mosaic_L15-1210E-1025N_4840_4088_13.tif,nan,Mukono,16
12!global_monthly_2018_07_mosaic_L15-0544E-1228N_2176_3279_13.tif,Atlanta,Georgia,18
15!global_monthly_2018_08_mosaic_L15-1210E-1025N_4840_4088_13.tif,nan,Mukono,16
15!global_monthly_2018_03_mosaic_L15-1716E-1211N_6864_3345_13.tif,浦东新区,nan,29
9!global_monthly_2018_07_mosaic_L15-1703E-1219N_6813_3313_13.tif,邗江区,江苏省,29
12!global_monthly_2019_04_mosaic_L15-1138E-1216N_4553_3325_13.tif,بنغازي,nan,26
13!global_monthly_2018_09_mosaic_L15-0977E-1187N_3911_3441_13.tif,Tindouf ⵜⵉⵏⴷⵓⴼ تندوف,Tindouf ⵜⵉⵏⴷⵓⴼ تندوف,0
2!global_monthly_2018_04_mosaic_L15-0595E-1278N_2383_3079_13.tif,Forks Township,Pennsylvania,18
11!global_monthly_2019_04_mosaic_L15-1296E-1198N_5184_3399_13.tif,nan,الفروانية,24
11!global_monthly_2019_09_mosaic_L15-1672E-1207N_6691_3363_13.tif,武汉市,湖北省,29
4!global_monthly_2019_09_mosaic_L15-1438E-1134N_5753_3655_13.tif,Mumbai,Maharashtra,5
11!global_monthly_2018_02_mosaic_L15-0506E-1204N_2027_3374_13.tif,nan,Louisiana,18
13!global_monthly_2018_07_mosaic_L15-0595E-1278N_2383_3079_13.tif,Forks Township,Pennsylvania,18
11!global_monthly_2018_09_mosaic_L15-1203E-1203N_4815_3378_13.tif,مدينة القاهرة الجديدة,القاهرة,27
0!global_monthly_2017_07_mosaic_L15-1204E-1202N_4816_3380_13.tif,القاهرة,القاهرة,27
4!global_monthly_2019_02_mosaic_L15-0577E-1243N_2309_3217_13.tif,nan,North Carolina,18
7!global_monthly_2020_01_mosaic_L15-0595E-1278N_2383_3079_13.tif,Forks Township,Pennsylvania,18
14!global_monthly_2018_07_mosaic_L15-1669E-1153N_6678_3579_13.tif,香洲区,广东省,29
1!global_monthly_2019_05_mosaic_L15-1669E-1160N_6679_3549_13.tif,nan,广东省,29
8!global_monthly_2019_11_mosaic_L15-1335E-1166N_5342_3524_13.tif,مدينة الرياض,أبو ظبي,21
5!global_monthly_2019_03_mosaic_L15-1748E-1247N_6993_3202_13.tif,세종,nan,30
6!global_monthly_2019_11_mosaic_L15-1481E-1119N_5927_3715_13.tif,nan,Andhra Pradesh,5
10!global_monthly_2019_12_mosaic_L15-1204E-1204N_4819_3372_13.tif,القاهرة,القاهرة,27
1!global_monthly_2018_01_mosaic_L15-0586E-1127N_2345_3680_13.tif,Portmore,nan,6
4!global_monthly_2019_11_mosaic_L15-0571E-1075N_2287_3888_13.tif,Panamá,Panamá,10
8!global_monthly_2018_02_mosaic_L15-1709E-1112N_6838_3742_13.tif,nan,Tarlac,12
9!global_monthly_2018_09_mosaic_L15-1204E-1202N_4816_3380_13.tif,القاهرة,القاهرة,27
2!global_monthly_2019_07_mosaic_L15-1203E-1203N_4815_3378_13.tif,مدينة القاهرة الجديدة,القاهرة,27
2!global_monthly_2019_02_mosaic_L15-1848E-0793N_7394_5018_13.tif,Melbourne,Victoria,1
7!global_monthly_2018_10_mosaic_L15-0358E-1220N_1433_3310_13.tif,San Diego,California,18
13!global_monthly_2019_03_mosaic_L15-0683E-1006N_2732_4164_13.tif,Manaus,Amazonas,2
0!global_monthly_2018_11_mosaic_L15-1703E-1219N_6813_3313_13.tif,邗江区,江苏省,29
7!global_monthly_2019_07_mosaic_L15-0387E-1276N_1549_3087_13.tif,Lehi,Utah,18
2!global_monthly_2019_08_mosaic_L15-0577E-1243N_2309_3217_13.tif,nan,North Carolina,18
2!global_monthly_2019_05_mosaic_L15-1335E-1166N_5342_3524_13.tif,مدينة الرياض,أبو ظبي,21
12!global_monthly_2017_09_mosaic_L15-1615E-1206N_6460_3366_13.tif,成都市,四川省,29
10!global_monthly_2019_03_mosaic_L15-1709E-1112N_6838_3742_13.tif,nan,Tarlac,12
1!global_monthly_2019_05_mosaic_L15-0760E-0887N_3041_4643_13.tif,nan,São Paulo,2
2!global_monthly_2019_07_mosaic_L15-0566E-1185N_2265_3451_13.tif,Port Saint Lucie,Florida,18
6!global_monthly_2018_01_mosaic_L15-1690E-1211N_6763_3346_13.tif,合肥市,安徽省,29
4!global_monthly_2019_09_mosaic_L15-1289E-1169N_5156_3514_13.tif,محافظة الرياض,منطقة الرياض,22
4!global_monthly_2019_06_mosaic_L15-1439E-1134N_5759_3655_13.tif,Panvel,Maharashtra,5
2!global_monthly_2019_04_mosaic_L15-0586E-1127N_2345_3680_13.tif,Portmore,nan,6
4!global_monthly_2018_10_mosaic_L15-0358E-1220N_1433_3310_13.tif,San Diego,California,18
3!global_monthly_2018_10_mosaic_L15-0357E-1223N_1429_3296_13.tif,nan,California,18
13!global_monthly_2018_04_mosaic_L15-0683E-1006N_2732_4164_13.tif,Manaus,Amazonas,2
2!global_monthly_2018_11_mosaic_L15-0457E-1135N_1831_3648_13.tif,nan,Estado de México,7
6!global_monthly_2020_01_mosaic_L15-0331E-1257N_1327_3160_13.tif,nan,California,18
15!global_monthly_2019_01_mosaic_L15-0566E-1185N_2265_3451_13.tif,Port Saint Lucie,Florida,18
0!global_monthly_2018_10_mosaic_L15-0506E-1204N_2027_3374_13.tif,nan,Louisiana,18
12!global_monthly_2018_07_mosaic_L15-0595E-1278N_2383_3079_13.tif,Forks Township,Pennsylvania,18
14!global_monthly_2018_06_mosaic_L15-1439E-1134N_5759_3655_13.tif,Panvel,Maharashtra,5
14!global_monthly_2019_09_mosaic_L15-0331E-1257N_1327_3160_13.tif,nan,California,18
3!global_monthly_2019_01_mosaic_L15-1617E-1207N_6468_3360_13.tif,成都市,四川省,29
14!global_monthly_2019_10_mosaic_L15-1025E-1366N_4102_2726_13.tif,Dartford,England,17
15!global_monthly_2019_11_mosaic_L15-1748E-1247N_6993_3202_13.tif,세종,nan,30
13!global_monthly_2018_08_mosaic_L15-1335E-1166N_5342_3524_13.tif,مدينة الرياض,أبو ظبي,21
2!global_monthly_2018_09_mosaic_L15-1296E-1198N_5184_3399_13.tif,nan,الفروانية,24
9!global_monthly_2019_06_mosaic_L15-1209E-1113N_4838_3737_13.tif,شرق النيل,ولاية الخرطوم,23
12!global_monthly_2018_12_mosaic_L15-1669E-1160N_6678_3548_13.tif,nan,广东省,29
3!global_monthly_2018_12_mosaic_L15-1615E-1206N_6460_3366_13.tif,成都市,四川省,29
7!global_monthly_2018_08_mosaic_L15-1209E-1113N_4838_3737_13.tif,شرق النيل,ولاية الخرطوم,23
14!global_monthly_2019_09_mosaic_L15-0368E-1245N_1474_3210_13.tif,Las Vegas,Nevada,18
11!global_monthly_2019_02_mosaic_L15-0977E-1187N_3911_3441_13.tif,Tindouf ⵜⵉⵏⴷⵓⴼ تندوف,Tindouf ⵜⵉⵏⴷⵓⴼ تندوف,0
8!global_monthly_2018_06_mosaic_L15-0368E-1245N_1474_3210_13.tif,Las Vegas,Nevada,18
2!global_monthly_2019_10_mosaic_L15-1296E-1198N_5184_3399_13.tif,nan,الفروانية,24
14!global_monthly_2019_04_mosaic_L15-1204E-1202N_4816_3380_13.tif,القاهرة,القاهرة,27
0!global_monthly_2018_01_mosaic_L15-1748E-1247N_6993_3202_13.tif,세종,nan,30
